design_series|field|verdict|corrected_value|confidence|source|batch
BN-800|turbine_speed_rpm|UNVERIFIABLE|None|LOW|IPPE webinar did not state turbine rpm|specs_08.psv
BN-800|low_pressure_sections|UNVERIFIABLE|None|LOW|IPPE webinar did not state number of low-pressure turbine sections|specs_08.psv
BN-800|live_steam_pressure_bar|UNVERIFIABLE|None|LOW|IPPE webinar did not state live steam pressure|specs_08.psv
CFR-600|thermal_power_mwth|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
CFR-600|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
CFR-600|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
CFR-600|number_of_coolant_loops|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
CFR-600|outlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
CFR-600|inlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
CFR-600|number_of_steam_generators|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
CFR-600|fuel_assembly_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
CFR-600|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
CFR-600|turbine_speed_rpm|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
DFR|thermal_power_mwth|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
DFR|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
DFR|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
DFR|number_of_coolant_loops|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
DFR|outlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
DFR|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
LMFBR|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
LMFBR|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
LMFBR|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|thermal_power_mwth|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
Monju|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|number_of_coolant_loops|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|core_height_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|core_diameter_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|number_of_fuel_assemblies|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|number_of_control_elements|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|outlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|inlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|number_of_steam_generators|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|fuel_assembly_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|average_burnup_mwd_per_t|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Monju|low_pressure_sections|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
PFR|thermal_power_mwth|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
PFR|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
PFR|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
PFR|number_of_coolant_loops|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
PFR|outlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
PFR|inlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
PFR|number_of_steam_generators|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
PFR|fuel_assembly_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
PFR|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
PFR|turbine_speed_rpm|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
PFR|low_pressure_sections|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|thermal_power_mwth|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
Phenix|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|number_of_coolant_loops|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|core_height_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|core_diameter_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|number_of_fuel_assemblies|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|number_of_control_elements|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|outlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|inlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|number_of_steam_generators|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|fuel_assembly_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|average_burnup_mwd_per_t|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|turbine_speed_rpm|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Phenix|low_pressure_sections|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
SGR|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
SGR|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
SGR|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|thermal_power_mwth|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
Super-Phenix|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|number_of_coolant_loops|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|core_height_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|core_diameter_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|number_of_fuel_assemblies|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|number_of_control_elements|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|outlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|inlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|number_of_steam_generators|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|fuel_assembly_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|average_burnup_mwd_per_t|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|turbine_speed_rpm|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Super-Phenix|low_pressure_sections|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|thermal_power_mwth|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
AVR|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|moderator|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|number_of_coolant_loops|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|operating_pressure_bar|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|enrichment_pct|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|core_height_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|core_diameter_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|number_of_control_elements|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|outlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|inlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|number_of_steam_generators|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|fuel_assembly_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
AVR|turbine_speed_rpm|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|thermal_power_mwth|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
Fort St. Vrain|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|moderator|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|number_of_coolant_loops|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|operating_pressure_bar|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|enrichment_pct|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|core_height_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|core_diameter_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|number_of_fuel_assemblies|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|number_of_control_elements|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|outlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|inlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|number_of_steam_generators|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|fuel_assembly_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|average_burnup_mwd_per_t|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|turbine_speed_rpm|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Fort St. Vrain|low_pressure_sections|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|thermal_power_mwth|BLOCKED|None|None|WebSearch quota exhausted mid-batch before this design series could be researched|specs_08.psv
HTR-PM|fuel_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|moderator|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|coolant|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|number_of_coolant_loops|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|operating_pressure_bar|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|enrichment_pct|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|core_height_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|core_diameter_m|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|outlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|inlet_temperature_c|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|number_of_steam_generators|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|fuel_assembly_type|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|average_burnup_mwd_per_t|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|number_of_turbines|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|turbine_speed_rpm|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
HTR-PM|low_pressure_sections|BLOCKED|None|None|WebSearch quota exhausted mid-batch|specs_08.psv
Peach Bottom HTGR|thermal_power_mwth|CONFIRMED|None|HIGH|Wikipedia: Peach Bottom Unit 1 (115 MWth)|specs_09.psv
Peach Bottom HTGR|fuel_type|CONFIRMED|None|MED|Wikipedia: Peach Bottom Unit 1 (Th-232/U-235 mixed carbide fuel)|specs_09.psv
Peach Bottom HTGR|moderator|CONFIRMED|None|MED|Wikipedia: Peach Bottom Unit 1 (nuclear graphite)|specs_09.psv
Peach Bottom HTGR|coolant|CONFIRMED|None|HIGH|Wikipedia: Peach Bottom Unit 1 (helium)|specs_09.psv
Peach Bottom HTGR|number_of_coolant_loops|UNVERIFIABLE|None|LOW|Searched (INEEL/EXT-03-00103 fuel summary, Wikipedia); no authoritative loop count found|specs_09.psv
Peach Bottom HTGR|operating_pressure_bar|UNVERIFIABLE|None|LOW|Searched; only an unconfirmed ~2.5 MPa (~25 bar) figure surfaced, not precisely attested against 24 bar|specs_09.psv
Peach Bottom HTGR|enrichment_pct|UNVERIFIABLE|None|LOW|Searched (Wikipedia, INEEL summary); no explicit enrichment percentage retrieved for Peach Bottom specifically|specs_09.psv
Peach Bottom HTGR|core_height_m|UNVERIFIABLE|None|LOW|Searched; no core height figure retrieved|specs_09.psv
Peach Bottom HTGR|core_diameter_m|UNVERIFIABLE|None|LOW|Searched; no core diameter figure retrieved|specs_09.psv
Peach Bottom HTGR|number_of_fuel_assemblies|UNVERIFIABLE|None|LOW|Searched; no fuel element count retrieved|specs_09.psv
Peach Bottom HTGR|number_of_control_elements|UNVERIFIABLE|None|LOW|Searched; no control element count retrieved|specs_09.psv
Peach Bottom HTGR|outlet_temperature_c|UNVERIFIABLE|None|LOW|Conflicting retrieved values: Wikipedia states 700C outlet, another synthesized result states 750C; neither confirms 725C|specs_09.psv
Peach Bottom HTGR|inlet_temperature_c|UNVERIFIABLE|None|LOW|Only an unconfirmed 377C figure surfaced from a non-specific synthesis; not a clean match or contradiction of 344C|specs_09.psv
Peach Bottom HTGR|number_of_steam_generators|UNVERIFIABLE|None|LOW|Searched; no steam generator count retrieved|specs_09.psv
Peach Bottom HTGR|fuel_assembly_type|UNVERIFIABLE|None|LOW|Searched; no specific fuel assembly geometry confirmed|specs_09.psv
Peach Bottom HTGR|number_of_turbines|UNVERIFIABLE|None|LOW|Searched; no turbine count retrieved|specs_09.psv
Peach Bottom HTGR|turbine_speed_rpm|UNVERIFIABLE|None|LOW|Searched; no turbine speed retrieved|specs_09.psv
THTR-300|thermal_power_mwth|CONFIRMED|None|MED|IAEA PRIS THTR-300 reactor details (lists 760 MWt gross rated) + general technical description citing 750 MWt core thermal output; DB value matches the core-thermal-output figure|specs_09.psv
THTR-300|fuel_type|CONFIRMED|None|HIGH|IAEA Bulletin/HTGR status article + technical description of THTR-300 pebble fuel ((Th,U)O2 TRISO-coated particles)|specs_09.psv
THTR-300|moderator|CONFIRMED|None|HIGH|Technical description of THTR-300 (graphite pebble bed)|specs_09.psv
THTR-300|coolant|CONFIRMED|None|HIGH|Technical description of THTR-300 (helium)|specs_09.psv
THTR-300|number_of_coolant_loops|CONFIRMED|None|MED|Technical description of THTR-300 (six helium blowers/circulation loops)|specs_09.psv
THTR-300|operating_pressure_bar|WRONG|39|MED|Technical description of THTR-300 helium circuit (39 bar cited consistently across sources)|specs_09.psv
THTR-300|enrichment_pct|CONFIRMED|None|HIGH|Technical description of THTR-300 fuel pebbles (93% enriched U-235)|specs_09.psv
THTR-300|core_height_m|CONFIRMED|None|MED|Technical description of THTR-300 core geometry (6.0 m core height)|specs_09.psv
THTR-300|core_diameter_m|CONFIRMED|None|MED|Technical description of THTR-300 core geometry (5.6 m core diameter)|specs_09.psv
THTR-300|number_of_control_elements|UNVERIFIABLE|None|LOW|Searched; no control element count retrieved|specs_09.psv
THTR-300|outlet_temperature_c|CONFIRMED|None|MED|Technical description of THTR-300 helium circuit (750C outlet, consistent across two independent retrievals)|specs_09.psv
THTR-300|inlet_temperature_c|CONFIRMED|None|MED|Technical description of THTR-300 helium circuit (250C inlet, consistent across two independent retrievals)|specs_09.psv
THTR-300|number_of_steam_generators|CONFIRMED|None|HIGH|Technical description of THTR-300 steam generator system (six steam generator units, explicit)|specs_09.psv
THTR-300|fuel_assembly_type|CONFIRMED|None|HIGH|Technical description of THTR-300 fuel pebbles (60mm diameter spherical fuel elements)|specs_09.psv
THTR-300|number_of_turbines|UNVERIFIABLE|None|LOW|Searched; no turbine count specifically attested for THTR-300|specs_09.psv
THTR-300|turbine_speed_rpm|UNVERIFIABLE|None|LOW|Searched; 3000 rpm is generic for 50Hz grids but not specifically attested for THTR-300|specs_09.psv
THTR-300|low_pressure_sections|UNVERIFIABLE|None|LOW|Searched; no turbine LP section count retrieved|specs_09.psv
EL-4|thermal_power_mwth|CONFIRMED|None|MED|Global Energy Monitor: Brennilis nuclear power plant (250 MWt)|specs_09.psv
EL-4|fuel_type|CONFIRMED|None|MED|Global Energy Monitor / Wikipedia: Brennilis Nuclear Power Plant (natural uranium oxide fuel in pressure tubes)|specs_09.psv
EL-4|moderator|CONFIRMED|None|HIGH|Global Energy Monitor: Brennilis nuclear power plant (heavy water moderated)|specs_09.psv
EL-4|coolant|CONFIRMED|None|HIGH|Global Energy Monitor: Brennilis nuclear power plant (CO2)|specs_09.psv
EL-4|operating_pressure_bar|UNVERIFIABLE|None|LOW|Searched; no operating pressure figure retrieved|specs_09.psv
EL-4|enrichment_pct|WRONG|Natural (non-enriched)|MED|Global Energy Monitor / Wikipedia: Brennilis Nuclear Power Plant (explicitly describes non-enriched/natural uranium fuel, contradicting the 1.4-1.6% DB value)|specs_09.psv
EL-4|outlet_temperature_c|UNVERIFIABLE|None|LOW|Searched; no outlet temperature figure retrieved|specs_09.psv
EL-4|inlet_temperature_c|UNVERIFIABLE|None|LOW|Searched; no inlet temperature figure retrieved|specs_09.psv
EL-4|number_of_turbines|UNVERIFIABLE|None|LOW|Searched; no turbine count retrieved|specs_09.psv
EL-4|turbine_speed_rpm|UNVERIFIABLE|None|LOW|Searched; no turbine speed retrieved|specs_09.psv
HWGCR|thermal_power_mwth|UNVERIFIABLE|None|LOW|HWGCR as a generic design-series label is ambiguous between EL-4 and A-1/KS-150 class members; no source ties this generic entry to a specific 250 MWt unit|specs_09.psv
HWGCR|fuel_type|UNVERIFIABLE|None|LOW|Same ambiguity as thermal_power; no source specific to this generic series entry|specs_09.psv
HWGCR|moderator|CONFIRMED|None|MED|Definitional for the HWGCR reactor class (heavy-water moderated), per general HWGCR search results|specs_09.psv
HWGCR|coolant|CONFIRMED|None|MED|Definitional for the HWGCR reactor class (CO2/gas cooled), per general HWGCR search results|specs_09.psv
HWGCR|enrichment_pct|UNVERIFIABLE|None|LOW|Class-level HWGCR units (A-1, EL-4) are natural-uranium fueled but no source ties this generic row specifically|specs_09.psv
HWGCR|number_of_turbines|UNVERIFIABLE|None|LOW|Searched; no turbine count retrieved|specs_09.psv
HWGCR|turbine_speed_rpm|UNVERIFIABLE|None|LOW|Searched; no turbine speed retrieved|specs_09.psv
KS 150|thermal_power_mwth|UNVERIFIABLE|None|LOW|"Wikipedia: KS 150 gives only 143 MWe electrical output, no MWt figure; a separately surfaced ""150 MW"" snippet appears to conflate the reactor's name with its thermal rating and is not reliable"|specs_09.psv
KS 150|fuel_type|WRONG|Natural uranium metal (unenriched)|HIGH|"Wikipedia: KS 150 (explicitly ""unenriched metal uranium,"" not oxide fuel)"|specs_09.psv
KS 150|moderator|CONFIRMED|None|HIGH|Wikipedia: KS 150 (heavy water moderator)|specs_09.psv
KS 150|coolant|CONFIRMED|None|HIGH|Wikipedia: KS 150 (CO2 gas primary coolant)|specs_09.psv
KS 150|operating_pressure_bar|WRONG|54|MED|Wikipedia: KS 150 (coolant exit pressure 5.4 MPa / ~54 atm; note possible basis mismatch vs. a design/rated pressure)|specs_09.psv
KS 150|enrichment_pct|CONFIRMED|None|HIGH|Wikipedia: KS 150 (unenriched/natural uranium)|specs_09.psv
KS 150|outlet_temperature_c|WRONG|426|MED|Wikipedia: KS 150 (coolant exit temperature 426C)|specs_09.psv
KS 150|number_of_turbines|WRONG|3|MED|"Wikipedia: KS 150 (""three turbogenerators"")"|specs_09.psv
ATR|thermal_power_mwth|WRONG|250|HIGH|"Wikipedia: Advanced Test Reactor + OSTI: ""The Advanced Test Reactor"" (osti.gov/servlets/purl/2448209) both state 250 MW(t)"|specs_09.psv
ATR|fuel_type|UNVERIFIABLE|None|LOW|"Confirmed as highly enriched uranium fuel elements, but exact chemical compound (vs. DB's ""UO2"") not attested in retrieved sources"|specs_09.psv
ATR|moderator|WRONG|Light water (beryllium reflected)|HIGH|Wikipedia: Advanced Test Reactor + OSTI/science.gov synthesis (light-water moderated, beryllium-reflected; not heavy water)|specs_09.psv
ATR|coolant|CONFIRMED|None|HIGH|Wikipedia: Advanced Test Reactor (light water)|specs_09.psv
ATR|operating_pressure_bar|WRONG|26.9|MED|Wikipedia: Advanced Test Reactor (operating pressure up to 2.69 MPa)|specs_09.psv
ATR|enrichment_pct|WRONG|~93 (HEU)|MED|OSTI/science.gov synthesis on Advanced Test Reactor (40 highly enriched uranium fuel elements; not the DB's 2.0%)|specs_09.psv
ATR|number_of_fuel_assemblies|WRONG|40|HIGH|Wikipedia: Advanced Test Reactor + OSTI synthesis (both state 40 fuel elements, not 224)|specs_09.psv
ATR|outlet_temperature_c|WRONG|71|MED|Wikipedia: Advanced Test Reactor (coolant outlet temperature 71C)|specs_09.psv
ATR|fuel_assembly_type|UNVERIFIABLE|None|LOW|"Searched; serpentine plate-type elements described generally, but ""28-element cluster"" not specifically attested"|specs_09.psv
ATR|number_of_turbines|UNVERIFIABLE|None|LOW|ATR is described in all retrieved sources as a materials-test research reactor (no power generation mentioned); absence of turbine mention is suggestive but not confirmed|specs_09.psv
ATR|turbine_speed_rpm|UNVERIFIABLE|None|LOW|Same as number_of_turbines|specs_09.psv
ATR|low_pressure_sections|UNVERIFIABLE|None|LOW|Searched; no turbine LP section count retrieved|specs_09.psv
Agesta|thermal_power_mwth|CONFIRMED|None|MED|"Vattenfall history: ""Agesta power plant"" / WNA Sweden profile (68 MW district heat output)"|specs_09.psv
Agesta|fuel_type|UNVERIFIABLE|None|LOW|Natural uranium fuel confirmed but oxide chemical form not explicitly stated in retrieved sources|specs_09.psv
Agesta|moderator|CONFIRMED|None|HIGH|Vattenfall history / WNA Sweden profile (heavy water moderated)|specs_09.psv
Agesta|coolant|CONFIRMED|None|MED|Vattenfall history / WNA Sweden profile (heavy water reactor design)|specs_09.psv
Agesta|enrichment_pct|CONFIRMED|None|HIGH|Vattenfall history / WNA Sweden profile (natural uranium fuel, explicit)|specs_09.psv
BR-3|thermal_power_mwth|BLOCKED|None|LOW|WebSearch budget exhausted mid-batch before this row could be verified; no retrieval attempted successfully|specs_09.psv
BR-3|fuel_type|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|moderator|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|coolant|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|number_of_coolant_loops|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|operating_pressure_bar|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|enrichment_pct|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|number_of_fuel_assemblies|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|outlet_temperature_c|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|inlet_temperature_c|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|number_of_steam_generators|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|average_burnup_mwd_per_t|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|number_of_turbines|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
BR-3|turbine_speed_rpm|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
CVTR|thermal_power_mwth|CONFIRMED|None|HIGH|Wikipedia: Carolinas-Virginia Tube Reactor (65 MWth)|specs_09.psv
CVTR|fuel_type|UNVERIFIABLE|None|LOW|Enriched uranium fuel confirmed; chemical form (UO2) not explicitly stated in retrieved source|specs_09.psv
CVTR|moderator|CONFIRMED|None|HIGH|Wikipedia: Carolinas-Virginia Tube Reactor (heavy water moderator tank)|specs_09.psv
CVTR|coolant|CONFIRMED|None|MED|Wikipedia: Carolinas-Virginia Tube Reactor (pressurized heavy water primary loop coolant)|specs_09.psv
CVTR|enrichment_pct|CONFIRMED|None|HIGH|Wikipedia: Carolinas-Virginia Tube Reactor (12 tubes at 1.5% U-235, 24 tubes at 2% U-235 - matches DB's 1.5-2.0 range exactly)|specs_09.psv
CVTR|number_of_turbines|UNVERIFIABLE|None|LOW|Searched; steam turbine confirmed present but count not specified|specs_09.psv
CVTR|turbine_speed_rpm|UNVERIFIABLE|None|LOW|Searched; no turbine speed retrieved|specs_09.psv
KNK|thermal_power_mwth|BLOCKED|None|LOW|WebSearch budget exhausted mid-batch before this row could be verified; no retrieval attempted successfully|specs_09.psv
KNK|fuel_type|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
KNK|coolant|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
KNK|number_of_coolant_loops|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
KNK|outlet_temperature_c|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
KNK|inlet_temperature_c|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
KNK|number_of_steam_generators|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
KNK|number_of_turbines|BLOCKED|None|LOW|Search unavailable mid-batch|specs_09.psv
